text;hof_OR_none;text_tokens
FinjaFinte PauleHasi13 Ich kenne und liebe asiatische, italienische, mexikanische u.a. Küche, aber ich habe in meinem ganzen Leben noch keinen Döner angerührt. Und das ist auch gut so.;NOT;['finjafinte', 'paulehasi13', 'kenne', 'liebe', 'asiatische', 'italienische', 'mexikanische', 'u.a', 'küche', 'ganzen', 'leben', 'döner', 'angerührt', 'gut']
FinjaFinte RTerschl CURRYWURST STATT DÖNER;NOT;['finjafinte', 'rterschl', 'currywurst', 'statt', 'döner']
FinjaFinte Bei mir haben genau 2 Faktoren dazu geführt, keine Döner mehr zu essen. 1. wurden die Tiere geschächtet, was ich vor meinem Verzicht leider nicht beachtet und bedacht hatte. und 2. Gammelfleischmeldungen zuhauf. Da war mir klar, das alles aus ;NOT;['finjafinte', 'genau', '2', 'faktoren', 'geführt', 'döner', 'mehr', 'essen', '1.', 'wurden', 'tiere', 'geschächtet', 'verzicht', 'leider', 'beachtet', 'bedacht', '2.', 'gammelfleischmeldungen', 'zuhauf', 'klar']
FinjaFinte RTerschl Fresse ich eh nicht! Nichts was mit Tierquälereiverdachts einhergeht;NOT;['finjafinte', 'rterschl', 'fresse', 'eh', 'tierquälereiverdachts', 'einhergeht']
FinjaFinte Wieder ein Gammelfleisch-Hersteller weniger. ????  ???????;NOT;['finjafinte', 'gammelfleisch-hersteller', 'weniger']
FinjaFinte Graubaer1953 Wenn die schon Pleite gehen,dachte gefressen wird immer,na ja die grünen ,Spinatdöner mit Müsli gibt es eben noch nicht.??;NOT;['finjafinte', 'graubaer1953', 'schon', 'pleite', 'gehen', 'dachte', 'gefressen', 'immer', 'na', 'ja', 'grünen', 'spinatdöner', 'müsli', 'gibt', 'eben', 'nicht.']
FinjaFinte PauleHasi13 Ich heul gleich...;NOT;['finjafinte', 'paulehasi13', 'heul', 'gleich']
FinjaFinte PauleHasi13 Der Autoindustrie in Deutschland wird es genau so gehen.;NOT;['finjafinte', 'paulehasi13', 'autoindustrie', 'deutschland', 'genau', 'gehen']
FinjaFinte TheRealJoe_1958 Was wird jetzt aus dem ganzen  Gammelfleisch?  Hoffentlich mischen die das jetzt nicht in mein Essen!;NOT;['finjafinte', 'therealjoe_1958', 'ganzen', 'gammelfleisch', 'hoffentlich', 'mischen', 'essen']
FinjaFinte PauleHasi13 logisch, die Ernährungsapostel predigen ja stets, wie ungesund und klimaschädlich Kebab ist.;NOT;['finjafinte', 'paulehasi13', 'logisch', 'ernährungsapostel', 'predigen', 'ja', 'stets', 'ungesund', 'klimaschädlich', 'kebab']
FinjaFinte PauleHasi13 Hurra, meine Döneressverweigerung hat also gewirkt. ????????;NOT;['finjafinte', 'paulehasi13', 'hurra', 'döneressverweigerung', 'gewirkt']
FinjaFinte SwitchAngel1975 Da hat kein Deutscher äh Biodeutscher gearbeitet.;NOT;['finjafinte', 'switchangel1975', 'deutscher', 'äh', 'biodeutscher', 'gearbeitet']
FinjaFinte leine_s Nein Schuld daran ist das Bewusstsein der Deutschen dass sie weder Schächtfleisch wollen noch den Djihad unterstützen möchten. Das ist der Grund!;NOT;['finjafinte', 'leine_s', 'nein', 'schuld', 'daran', 'bewusstsein', 'deutschen', 'weder', 'schächtfleisch', 'djihad', 'unterstützen', 'möchten', 'grund']
FinjaFinte Ich dachte, gegessen wird immer...Lese gerade ' Machtbeben' von Dirk Müller. Wenn ich lese, wieviele Schulden die Amis haben, im Besonderen die Studenten, dann wird mir Angst und Bange. Dann war 2006/2007 eine leichte Brise...;NOT;['finjafinte', 'dachte', 'gegessen', 'immer', 'lese', 'gerade', 'machtbeben', 'dirk', 'müller', 'lese', 'wieviele', 'schulden', 'amis', 'besonderen', 'studenten', 'angst', 'bange', '2006/2007', 'leichte', 'brise']
FinjaFinte Tja, dann hört das Massaker an den geschundenen Rindern wenigstens bei diesem Frevel an der westlichen Kultur auf. Das betrübt mich nicht, nei das Gegenteil ist der Fall. Freudig werden auch unsere Mitgeschöpfe jauchtsen!;NOT;['finjafinte', 'tja', 'hört', 'massaker', 'geschundenen', 'rindern', 'wenigstens', 'frevel', 'westlichen', 'kultur', 'betrübt', 'nei', 'gegenteil', 'fall', 'freudig', 'mitgeschöpfe', 'jauchtsen']
FinjaFinte Futureworldxxl ob erdogan da interveniert ?;NOT;['finjafinte', 'futureworldxxl', 'erdogan', 'interveniert']
FinjaFinte PauleHasi13 Online Handel wird viele Arbeitsplätze kosten.Erst der Anfang und als Autofahrer ist man auch nicht mehr gern gesehen.;NOT;['finjafinte', 'paulehasi13', 'online', 'handel', 'viele', 'arbeitsplätze', 'kosten.erst', 'anfang', 'autofahrer', 'mehr', 'gern', 'gesehen']
FinjaFinte So fingen die meisten Schließungen an....;NOT;['finjafinte', 'fingen', 'meisten', 'schließungen']
FinjaFinte publizistikon Der Einzelhandel ist tot. Wer kann sollte sich einen anderen Job suchen. Leider werden es viele nicht mehr schaffen. In 2025 wird es keinen Einzelhandel mehr geben.;NOT;['finjafinte', 'publizistikon', 'einzelhandel', 'tot', 'wer', 'job', 'suchen', 'leider', 'viele', 'mehr', 'schaffen', '2025', 'einzelhandel', 'mehr', 'geben']
FinjaFinte publizistikon Ja, man kann eine ganze Branche auch kaputt schreiben. Oder einen Bundespräsidenten. Oder ein ganzes Organtransplantations  System. Nur für Auflage. Gibt es noch einen Unterschied zwischen Journalismus und Boulevard?;NOT;['finjafinte', 'publizistikon', 'ja', 'ganze', 'branche', 'kaputt', 'schreiben', 'bundespräsidenten', 'ganzes', 'organtransplantations', 'system', 'auflage', 'gibt', 'unterschied', 'journalismus', 'boulevard']
FinjaFinte TheRealJoe_1958 ist das ein Vorort von Beirut?;NOT;['finjafinte', 'therealjoe_1958', 'vorort', 'beirut']
FinjaFinte PauleHasi13 Na ja, jahrelang haben sie auf Kosten der Tiere enorme Gewinne eingefahren.;NOT;['finjafinte', 'paulehasi13', 'na', 'ja', 'jahrelang', 'kosten', 'tiere', 'enorme', 'gewinne', 'eingefahren']
FinjaFinte Die Leidtragenden sind schon seit jeher die Tiere. Diese werden unter perversesten Bedingungen herangezogen und neuerdings sogar in der Büttelrepublik geschächtet, weil irgend so ein perverser Wahnsinniger mit Sonnenstich es sich so ausgedacht;HOF;['finjafinte', 'leidtragenden', 'schon', 'seit', 'jeher', 'tiere', 'perversesten', 'bedingungen', 'herangezogen', 'neuerdings', 'sogar', 'büttelrepublik', 'geschächtet', 'irgend', 'perverser', 'wahnsinniger', 'sonnenstich', 'ausgedacht']
bearleenair Es sagt aus, dass der Trend heute dahin geht, dass die Menschen in die Großstädte ziehen, dort wo die großen Firmen sitzen und wo es die gut bezahlen Jobs gibt.    In Ostdeutschland gibt es relativ wenig Großstädte, im Prinzip ist das meiste ;NOT;['bearleenair', 'sagt', 'trend', 'heute', 'dahin', 'geht', 'menschen', 'großstädte', 'ziehen', 'großen', 'firmen', 'sitzen', 'gut', 'bezahlen', 'jobs', 'gibt', 'ostdeutschland', 'gibt', 'relativ', 'wenig', 'großstädte', 'prinzip', 'meiste']
bearleenair Die Propaganda der Verschwörungsopfer verhallt in deren eigenen Informationsblasen...;NOT;['bearleenair', 'propaganda', 'verschwörungsopfer', 'verhallt', 'deren', 'eigenen', 'informationsblasen']
realJohr Gott, ist das albern!;NOT;['realjohr', 'gott', 'albern']
realJohr Also Kohlekraft abschaffen  Ist teuer und wird nur unnötig am Leben gehalten  Unsere Automarken dazu bringen umzurüsten auf saubere Motoren wie Brennstoffzellen und Elektroantrieb;NOT;['realjohr', 'kohlekraft', 'abschaffen', 'teuer', 'unnötig', 'leben', 'gehalten', 'automarken', 'bringen', 'umzurüsten', 'saubere', 'motoren', 'brennstoffzellen', 'elektroantrieb']
realJohr georgloesel Wer einen Dr. Titel der Kirchenlehre hat, hat von Glauben vielleicht AHNUNG, aber Wissen von Wirtschaft kaum.;HOF;['realjohr', 'georgloesel', 'wer', 'dr.', 'titel', 'kirchenlehre', 'glauben', 'vielleicht', 'ahnung', 'wissen', 'wirtschaft', 'kaum']
realJohr Wenn man die Zukunft im Gestern wähnt, macht das doch Sinn?    Nein, auch dann nicht.;NOT;['realjohr', 'zukunft', 'gestern', 'wähnt', 'macht', 'sinn', 'nein']
realJohr Wenn eine Partei keinen Plan hat, dann kann sie nur hetzen;NOT;['realjohr', 'partei', 'plan', 'hetzen']
realJohr Super! Sie haben sich mittlerweile selbst erkannt und geben alles zu! ;NOT;['realjohr', 'super', 'mittlerweile', 'erkannt', 'geben']
realJohr Immerhin gibt die AfD Berlin zu, dass sie selber die falschen Schlüsse ziehen ?? ob man damit jetzt gleich werben soll, ist natürlich die Frage.;NOT;['realjohr', 'immerhin', 'gibt', 'afd', 'berlin', 'selber', 'falschen', 'schlüsse', 'ziehen', 'gleich', 'werben', 'natürlich', 'frage']
realJohr Ekelhaftes Nazipack!;HOF;['realjohr', 'ekelhaftes', 'nazipack']
realJohr Genau das habe ich auch die letzten Jahre gedacht... Und was hört man über arbeitsmarktpolitische Themen...? Und Umweltthemen...? AfD ist ohnehin nicht wählbar für mich und wenn sie dann User bei Kritik gleich blocken zeigt das kein wahres Demo;NOT;['realjohr', 'genau', 'letzten', 'jahre', 'gedacht', 'hört', 'arbeitsmarktpolitische', 'themen', 'umweltthemen', 'afd', 'ohnehin', 'wählbar', 'user', 'kritik', 'gleich', 'blocken', 'zeigt', 'wahres', 'demo']
realJohr Moritzbhg Seit diese Gestalten im Bundestag sind, müssen alle Anderen Abgeordneten auch im Bundestag Ihr Bodyguards dabei haben! ??????;NOT;['realjohr', 'moritzbhg', 'seit', 'gestalten', 'bundestag', 'müssen', 'abgeordneten', 'bundestag', 'bodyguards', 'dabei']
realJohr ArnIstBoehse Wozu auch? Die selbst sind doch versorgt.;NOT;['realjohr', 'arnistboehse', 'wozu', 'versorgt']
realJohr Eine Spendenaffäre hat die CDU auch;NOT;['realjohr', 'spendenaffäre', 'cdu']
realJohr Sind also schwer beschäftigt, die 'Altparteien' bei allem zu überholen, was sie denen vorwerfen. Da bleibt für anderes leider keine Zeit. NoAfD;NOT;['realjohr', 'schwer', 'beschäftigt', 'überholen', 'denen', 'vorwerfen', 'bleibt', 'leider', 'zeit', 'noafd']
realJohr AfD-Konzept:    Deutsch - Gut ??  Nix Deutsch - Nix Gut ??;NOT;['realjohr', 'afd-konzept', 'deutsch', 'gut', 'nix', 'deutsch', 'nix', 'gut']
realJohr Die sind zu stark mit ihrem Hetzprogramm beschäftigt. afdwirkt NoAfD NazisRaus;NOT;['realjohr', 'stark', 'hetzprogramm', 'beschäftigt', 'afdwirkt', 'noafd', 'nazisraus']
realJohr Mountaindream5 Die AfD hat für gar nichts durchdachte Konzepte.   Die können nur 'Ausländer raus!' brüllen und sich über ein 16 jähriges Mädchen echauffieren! Sonst ist da durch und durch nur heiße Luft!;NOT;['realjohr', 'mountaindream5', 'afd', 'gar', 'durchdachte', 'konzepte', 'raus', 'brüllen', '16', 'jähriges', 'mädchen', 'echauffieren', 'heiße', 'luft']
realJohr Die AfD hat doch nur ein einziges Thema: Biodeutschsein und daraus Eliteableitung konstruieren. Ende. Wie soll sie sich denn bei Themen verhalten, bei denen Nachdenken gefragt ist? Eben! Gar nicht!;HOF;['realjohr', 'afd', 'einziges', 'thema', 'biodeutschsein', 'daraus', 'eliteableitung', 'konstruieren', 'ende', 'themen', 'verhalten', 'denen', 'nachdenken', 'gefragt', 'eben', 'gar']
realJohr Übel, da scheint eine kritische Masse erreicht. Vielleicht doch Putin? ^^;NOT;['realjohr', 'übel', 'scheint', 'kritische', 'masse', 'erreicht', 'vielleicht', 'putin']
realJohr Klaus90469 Gretas Ehrendoktor ist eine Massenware.  OB gibt es immer nur EINEN.;NOT;['realjohr', 'klaus90469', 'gretas', 'ehrendoktor', 'massenware', 'gibt', 'immer']
realJohr Ein Polizeikommissar, der wie Göbbels tönt!  Und einen Eid auf das GG abgelegt hat!  Und dieses verhöhnt und missbraucht ??;NOT;['realjohr', 'polizeikommissar', 'göbbels', 'tönt', 'eid', 'gg', 'abgelegt', 'verhöhnt', 'missbraucht']
realJohr Also mit Vollgas in den Abgrund???   Demokratiestirbt  NazisRaus  fckafd  NoNeo;HOF;['realjohr', 'vollgas', 'abgrund', 'demokratiestirbt', 'nazisraus', 'fckafd', 'noneo']
realJohr Kann man einen Staatsbeamten wegen einer solchen Aussage entlassen?;NOT;['realjohr', 'staatsbeamten', 'wegen', 'aussage', 'entlassen']
realJohr Vielleicht einer von denen, dessen Lebensplanung nicht aufgegangen ist und jetzt einen Schuldigen braucht.;NOT;['realjohr', 'vielleicht', 'denen', 'lebensplanung', 'aufgegangen', 'schuldigen', 'braucht']
realJohr luciamertins So sieht eine gesinnungstechnische Abwärtsspirale aus.Und der ist Richter?keine gute Entwicklung.arme Sau.;HOF;['realjohr', 'luciamertins', 'sieht', 'gesinnungstechnische', 'abwärtsspirale', 'aus.und', 'richter', 'gute', 'entwicklung.arme', 'sau']
realJohr Nicht jeder wird im Alter weiser.??;NOT;['realjohr', 'alter', 'weiser.']
realJohr Och nö!  Reicht schon, dass wir den Herrn Vogelschiss hier in Hessen hatten.??;NOT;['realjohr', 'och', 'nö', 'reicht', 'schon', 'herrn', 'vogelschiss', 'hessen', 'hatten.']
realJohr Ich glaube es ist mal wieder überfällig davor zu warnen, es sich zur Lebensaufgabe zu machen, solche Idioten zu hypen. Ihr besorgt genau wie Talkshows und Politmagazine deren Werbung! Genau das wollen sie, was Ihr liefert. Maximale Empörung. Nen;HOF;['realjohr', 'glaube', 'mal', 'überfällig', 'davor', 'warnen', 'lebensaufgabe', 'idioten', 'hypen', 'besorgt', 'genau', 'talkshows', 'politmagazine', 'deren', 'werbung', 'genau', 'liefert', 'maximale', 'empörung', 'nen']
realJohr zueguesurfer Das sind doch keine Patrioten ! Sie stehen doch nicht zu demokratischen Grundordnung !;NOT;['realjohr', 'zueguesurfer', 'patrioten', 'stehen', 'demokratischen', 'grundordnung']
realJohr Dr. Typ von Gehirnlos wird demnächst seine Doktorarbeit Unterdietfurt Lupe genommen.;NOT;['realjohr', 'dr.', 'typ', 'gehirnlos', 'demnächst', 'doktorarbeit', 'unterdietfurt', 'lupe', 'genommen']
realJohr Ach so, MalteKaufmann findet das Vernichten neuwertiger Ware völlig ok. Gut zu wissen, wenn die noch mal von 'Naturschutz' reden oder von bedürftigen Menschen.  Dann wohl auch, dass Amazon trotz Milliardengewinn 0, 00 Steuern bezahlen muss.;NOT;['realjohr', 'ach', 'maltekaufmann', 'findet', 'vernichten', 'neuwertiger', 'ware', 'völlig', 'ok.', 'gut', 'wissen', 'mal', 'reden', 'bedürftigen', 'menschen', 'wohl', 'amazon', 'trotz', 'milliardengewinn', '0', '00', 'steuern', 'bezahlen']
realJohr Kretschmers CDU macht nichts anderes.;NOT;['realjohr', 'kretschmers', 'cdu', 'macht']
realJohr StBrandner In seinem Kopf da wohnt ein Geist, der ständig ihm aufs Kleinhirn scheißt!;HOF;['realjohr', 'stbrandner', 'kopf', 'wohnt', 'geist', 'ständig', 'aufs', 'kleinhirn', 'scheißt']
realJohr StBrandner Au weia, da ist dem Brandner ein Fehler unterlaufen: Er hat aus Versehen Deutschland ... ... geschrieben....es muss aber Dank ... heissen.;NOT;['realjohr', 'stbrandner', 'au', 'weia', 'brandner', 'fehler', 'unterlaufen', 'versehen', 'deutschland', 'geschrieben', 'dank', 'heissen']
realJohr StBrandner Schon wieder Sinnfreies von unserem Mr. Long Dong ?;NOT;['realjohr', 'stbrandner', 'schon', 'sinnfreies', 'mr.', 'long', 'dong']
realJohr StBrandner Er spricht doch von seinem Verein. Wenn er Deutschland oder Vaterland meint, dann meint er seinen hohlen möchtegern Verein NSAfD!;HOF;['realjohr', 'stbrandner', 'spricht', 'verein', 'deutschland', 'vaterland', 'meint', 'meint', 'hohlen', 'möchtegern', 'verein', 'nsafd']
realJohr Na, jetzt greifen die Honks, unter der Führung ihrer braunen Hetz- und Hass- Schachtel an und kommen aus ihren rechtsversifften Ecken. Wenn dann noch die Dummheit der Flatrate-Nazis in der Dauerschleife des Hasses und der Hetze aufgeht, haben si;HOF;['realjohr', 'na', 'greifen', 'honks', 'führung', 'braunen', 'hetz-', 'hass-', 'schachtel', 'kommen', 'rechtsversifften', 'ecken', 'dummheit', 'flatrate-nazis', 'dauerschleife', 'hasses', 'hetze', 'aufgeht', 'si']
realJohr Dushan hat mit Sicherheit nicht nur einmal zu heiß 'geduscht';NOT;['realjohr', 'dushan', 'sicherheit', 'heiß']
realJohr schautnichtweg Armer DushanWegner;NOT;['realjohr', 'schautnichtweg', 'armer', 'dushanwegner']
realJohr Zumal sich dat Erika besser mal entschuldigen sollte.;NOT;['realjohr', 'zumal', 'dat', 'erika', 'besser', 'mal', 'entschuldigen']
....Entschuldigung, es waren nur 3 deutsche Täter...!;NOT;['entschuldigung', '3', 'deutsche', 'täter']
realJohr LahmeMichaela oh Mann ;NOT;['realjohr', 'lahmemichaela', 'oh', 'mann']
realJohr Was der Alkohol aus den Menschen macht !;NOT;['realjohr', 'alkohol', 'menschen', 'macht']
realJohr Hab sie ja schon gefragt, ob sie den falschen Artikel verlinkt hat. Anders ist das nicht zu erklären.;NOT;['realjohr', 'ja', 'schon', 'gefragt', 'falschen', 'artikel', 'verlinkt', 'erklären']
realJohr Die Alte ist total durchgeknallt...;NOT;['realjohr', 'alte', 'total', 'durchgeknallt']
realJohr Wie bereits erwähnt: Hetzkrähe.;HOF;['realjohr', 'bereits', 'erwähnt', 'hetzkrähe']
realJohr Frohnmaier_AfD Die Abgeordnetenentschädigung liegt ja nur bei 9.780,28 Euro. ;NOT;['realjohr', 'frohnmaier_afd', 'abgeordnetenentschädigung', 'liegt', 'ja', '9.780,28', 'euro']
realJohr Nutzt halt leider nichts.;NOT;['realjohr', 'nutzt', 'halt', 'leider']
realJohr Doppelmoral ist deren einziger moralischer Standard.;NOT;['realjohr', 'doppelmoral', 'deren', 'einziger', 'moralischer', 'standard']
realJohr Wenn zwei das Gleiche machen...;NOT;['realjohr', 'zwei', 'gleiche']
realJohr zhbbibo Demokratie ??.  noafd;NOT;['realjohr', 'zhbbibo', 'demokratie', 'noafd']
realJohr Ach, der Duschhahn....die Faschisten verwechseln immer kritische Berichterstattung mit Hetze und ihre eigene Hetze mit Kritik. Es ist ein Fakt, dass sie wiederholt ihre Follower aufgepeitscht hat, das ist keine Hetze.;NOT;['realjohr', 'ach', 'duschhahn', 'faschisten', 'verwechseln', 'immer', 'kritische', 'berichterstattung', 'hetze', 'eigene', 'hetze', 'kritik', 'fakt', 'wiederholt', 'follower', 'aufgepeitscht', 'hetze']
realJohr SteinbachErika  ist eine Schande für jeden ehrlichen Pflegefall.  Mehr fällt mir zu dieser Person nicht ein.  NiemalsAfD  NiemalsRechts   NazisRaus;NOT;['realjohr', 'steinbacherika', 'schande', 'ehrlichen', 'pflegefall', 'mehr', 'fällt', 'person', 'niemalsafd', 'niemalsrechts', 'nazisraus']
realJohr MalteKaufmann ich lach mich kaputt wenn ich das gewusst hätte in meiner Schulzeit dann wäre ich auch Ehren DR. ohne was dafür zutun -lach das ist doch alles PR oder !!;NOT;['realjohr', 'maltekaufmann', 'lach', 'kaputt', 'gewusst', 'hätte', 'schulzeit', 'wäre', 'ehren', 'dr.', 'dafür', 'zutun', 'pr']
realJohr MalteKaufmann Greta setzt sich nicht für die Umwelt ein, sondern für den Umsatz der Energiebarone, die mit Windrädern Milliarden verdienen, obwohl damit Insekten und Vögel geschrottet werden. Und geltungsbedürftige Kids folgen ihr.;NOT;['realjohr', 'maltekaufmann', 'greta', 'setzt', 'umwelt', 'umsatz', 'energiebarone', 'windrädern', 'milliarden', 'verdienen', 'obwohl', 'insekten', 'vögel', 'geschrottet', 'geltungsbedürftige', 'kids', 'folgen']
realJohr LoveGuerillos MalteKaufmann Das frag ich mich auch da stimmt doch was nicht. Aber ohne aufrechte Antifaschisten die mit Herzblut gegen den braunen Faschisten Verein AFD, Nazis kämpfen. Das unser buntes vielfältiges Deutschland nicht im braunen;HOF;['realjohr', 'loveguerillos', 'maltekaufmann', 'frag', 'stimmt', 'aufrechte', 'antifaschisten', 'herzblut', 'braunen', 'faschisten', 'verein', 'afd', 'nazis', 'kämpfen', 'buntes', 'vielfältiges', 'deutschland', 'braunen']
realJohr Ich werde diesen üblen Nazi StBrandner , also den Reichstagsbrandner, jetzt auch blocken.    Soll sich seine bekackte Reichweite woanders suchen.;HOF;['realjohr', 'üblen', 'nazi', 'stbrandner', 'reichstagsbrandner', 'blocken', 'bekackte', 'reichweite', 'woanders', 'suchen']
realJohr aus dem kommt eh nur Sinnfreies ...... Seine Auftritte im BT ist das reine Kabarett - Programm;NOT;['realjohr', 'kommt', 'eh', 'sinnfreies', 'auftritte', 'bt', 'reine', 'kabarett', 'programm']
realJohr Der Bundespräsident hatte nicht vor, sich mit Honks zu unterhalten.;NOT;['realjohr', 'bundespräsident', 'honks', 'unterhalten']
realJohr foffo Frau Steinbach Demenz vorzuwerfen ist unredlich weil es alle Demenzkranken  beleidigt. Hirntod ist der richtige Ausdruck für die.;HOF;['realjohr', 'foffo', 'frau', 'steinbach', 'demenz', 'vorzuwerfen', 'unredlich', 'demenzkranken', 'beleidigt', 'hirntod', 'richtige', 'ausdruck']
realJohr Klaus90469 Erika Steinbach ist faktoid. Sie wähnt sie wo keine sind.;NOT;['realjohr', 'klaus90469', 'erika', 'steinbach', 'faktoid', 'wähnt']
realJohr Irr und wirr wie die gesamte Nazi - Bande, egal wie sie sich grade nennen...;HOF;['realjohr', 'irr', 'wirr', 'gesamte', 'nazi', 'bande', 'egal', 'grade', 'nennen']
realJohr foffo Wieviel Weitsicht die Polen schon vor zig Jahren hatten...;NOT;['realjohr', 'foffo', 'wieviel', 'weitsicht', 'polen', 'schon', 'zig', 'jahren']
realJohr Baron_Snoopy Mehr als Totalschaden hat die;HOF;['realjohr', 'baron_snoopy', 'mehr', 'totalschaden']
......sorry, es waren nur 3 deutsche Täter...!;NOT;['sorry', '3', 'deutsche', 'täter']
realJohr Der alten Frau will man am liebsten hinterher rufen: 'Oma, nimm dein Ritalin und leg dich schlafen - Aufmerksamkeit kriegst Du eh nicht, egal was Du machst';NOT;['realjohr', 'alten', 'frau', 'liebsten', 'hinterher', 'rufen', 'nimm', 'ritalin', 'leg', 'schlafen', 'aufmerksamkeit', 'kriegst', 'eh', 'egal', 'machst']
realJohr Die Frau Steinbach ist ein Soziopath. Anders kann diese Reaktion nicht erklärt werden.  Ach ne, stimmt nicht. Sie könnte statt dessen auch eine notorische Lügnerin sein.;HOF;['realjohr', 'frau', 'steinbach', 'soziopath', 'reaktion', 'erklärt', 'ach', 'ne', 'stimmt', 'statt', 'notorische', 'lügnerin']
realJohr Hassüberschuss! Hat wahrscheinlich 2 Tage verzweifelt nach 'passenden' Straftaten gesucht und nix gefunden.  Steinbach;NOT;['realjohr', 'hassüberschuss', 'wahrscheinlich', '2', 'tage', 'verzweifelt', 'straftaten', 'gesucht', 'nix', 'gefunden', 'steinbach']
realJohr aemwe3007 Frohnmaier_AfD Gott, muss Sie ja hart getriggert haben, dass der Typ ein T-Shirt im BT kritisiert...;NOT;['realjohr', 'aemwe3007', 'frohnmaier_afd', 'gott', 'ja', 'hart', 'getriggert', 'typ', 't-shirt', 'bt', 'kritisiert']
realJohr Diese Form von Wahlkampfeinmischung aus dem Ausland geht scheinbar wohl klar. Sind ja immerhin keine Russen.;HOF;['realjohr', 'form', 'wahlkampfeinmischung', 'ausland', 'geht', 'scheinbar', 'wohl', 'klar', 'ja', 'immerhin', 'russen']
Ungebeten1 Invictu53409591 Ich finde es widerlich . Sitze beim Arzt im Wartezimmer, und Schwule  stecken  sich die  Zunge in den Hals, und fummeln  sich gegenseitig an den Klöten .  ...mir kommt in der Merkel Diktatur  nur noch das  kotzen ...!!;HOF;['ungebeten1', 'invictu53409591', 'finde', 'widerlich', 'sitze', 'beim', 'arzt', 'wartezimmer', 'schwule', 'stecken', 'zunge', 'hals', 'fummeln', 'gegenseitig', 'klöten', 'kommt', 'merkel', 'diktatur', 'kotzen']
Ungebeten1 Hmh... eigentlich is es mir wurschd was die machen! Im Endeffekt ist dieses ganze Schwulen/Queer/Trans/Tschäääänder Gedöns unendlich laaangweilig! Es nervt total! Ich als Hetero schrei auch  nicht die ganze Zeit rum dass ich auf Pussys und Tit;HOF;['ungebeten1', 'hmh', 'eigentlich', 'is', 'wurschd', 'endeffekt', 'ganze', 'schwulen/queer/trans/tschäääänder', 'gedöns', 'unendlich', 'laaangweilig', 'nervt', 'total', 'hetero', 'schrei', 'ganze', 'zeit', 'rum', 'pussys', 'tit']
Ungebeten1 Eigene Meinung ist bei den Linken nicht angesagt. Sie wollen Schafe, wie ihre Wähler.;NOT;['ungebeten1', 'eigene', 'meinung', 'linken', 'angesagt', 'schafe', 'wähler']
Ungebeten1 Im Tierreich wurde homosexuelles Verhalten bei 1500 Arten nachgewiesen.  So unnatürlich,wie von dir vermutet,kann es also gar nicht sein.  Homosexualität ist eine Variante der Sexualität, deren Bedeutung noch nicht nachgewiesen wurde.;NOT;['ungebeten1', 'tierreich', 'wurde', 'homosexuelles', 'verhalten', '1500', 'arten', 'nachgewiesen', 'unnatürlich', 'vermutet', 'gar', 'homosexualität', 'variante', 'sexualität', 'deren', 'bedeutung', 'nachgewiesen', 'wurde']
Ungebeten1 Ob das wieder die Natur ist mag dahingestellt bleiben.Homosexualität gibt’s seit Anbeginn der Menschheit. Mal mehr mal weniger verpönt.Mir ist es egal zu welchem Geschlecht sich der einzelne hingezogen fühlt,wenn es nicht in der Öffentlichkeit;NOT;['ungebeten1', 'natur', 'mag', 'dahingestellt', 'bleiben.homosexualität', 'gibt\x92s', 'seit', 'anbeginn', 'menschheit', 'mal', 'mehr', 'mal', 'weniger', 'verpönt.mir', 'egal', 'geschlecht', 'einzelne', 'hingezogen', 'fühlt', 'öffentlichkeit']
Ungebeten1 Invictu53409591 Guck dir mal die GayPride-Paraden an. Dort nehmen die alle möglichen Drogen und laufen fast nackt rum und benehmen sich wie Irre. Irgendwie ist es schwierig einen normalen Homosexuellen zu finden. Die sind alle geistesgestört.;HOF;['ungebeten1', 'invictu53409591', 'guck', 'mal', 'gaypride-paraden', 'nehmen', 'möglichen', 'drogen', 'laufen', 'fast', 'nackt', 'rum', 'benehmen', 'irre', 'irgendwie', 'schwierig', 'normalen', 'homosexuellen', 'finden', 'geistesgestört']
Ungebeten1 Und bei Studenten heißt es 'Stadt/Land/Film', weil mit 'Fluss' zu schwer ist! ??;NOT;['ungebeten1', 'studenten', 'heißt', 'schwer']
Ungebeten1 _Luna_L0veg00d_ Die Kohle würde ich denen streichen.;NOT;['ungebeten1', '_luna_l0veg00d_', 'kohle', 'denen', 'streichen']
Ungebeten1 Zukunft ohne Kohle, die kleinen bekloppten Scheißer??. Dann aber auch ohne Smartphone, Mamis SUV und Flugreisen, auch Deutschland war mal schön, vor der Invasion??;HOF;['ungebeten1', 'zukunft', 'kohle', 'kleinen', 'bekloppten', 'scheißer', 'smartphone', 'mamis', 'suv', 'flugreisen', 'deutschland', 'mal', 'schön', 'invasion']
Ungebeten1 Zusammen gegen die neue Religion die sich Klimawandel benennt;NOT;['ungebeten1', 'zusammen', 'neue', 'religion', 'klimawandel', 'benennt']
Ungebeten1 HarrySchloemer Gemütlich grillen in der Natur ist dann aber auch nicht erlaubt.   Nur mit Elektrogrill!;NOT;['ungebeten1', 'harryschloemer', 'gemütlich', 'grillen', 'natur', 'erlaubt', 'elektrogrill']
Ungebeten1 Die meisten Wahnsinnigen leben außerhalb geschlossener Anstalten!??;NOT;['ungebeten1', 'meisten', 'wahnsinnigen', 'leben', 'außerhalb', 'geschlossener', 'anstalten']
